model,rain_level,precision,recall,f1_score,mAP_0.5,mAP_0.5_0.95,fitness
fine_tuned_best,No Rain,0.8795761793426974,0.8511447140021918,0.8651269173308516,0.8927113603523494,0.5314297852515186,0.5675579427616018
fine_tuned_best,Rain Level 1,0.9034829110910607,0.862519735416136,0.8825262441916577,0.9135110210368067,0.5478489080360639,0.5844151193361382
fine_tuned_best,Rain Level 2,0.8836942319459062,0.8699186991869918,0.8767523586140473,0.9033812173950903,0.54246013027892,0.5785522389905371
fine_tuned_best,Rain Level 3,0.8629078221420673,0.8699525888274983,0.8664158855957317,0.9014456560476654,0.5443226427888356,0.5800349441147186
fine_tuned_best,Rain Level 4,0.8849090797093904,0.8428184281842819,0.8633510507173876,0.8936213952181544,0.5269311815943755,0.5636002029567534
fine_tuned_best,Rain Level 5,0.8790907303962097,0.8078523091722605,0.8419673455058376,0.8678454277253833,0.5033733272233261,0.5398205372735319
